0.015719        	0.679609        	0.689198        
0.995715        	0.020028        	0.955695        
0.939074        	0.022288        	0.957379        
0.023092        	0.14935         	0.998419        
0.074832        	0.995961        	0.00544         
0.995273        	0.059975        	0.034605        
0.96884         	0.013934        	0.984653        
0.184436        	0.630251        	0.0273          
0.51701         	0.029533        	0.996211        
0.991883        	0.023966        	0.750413        
0.804692        	0.003885        	0.989937        
0.992382        	0.024812        	0.382762        
0.199619        	0.035307        	0.997514        
0.923369        	0.026197        	0.960956        
0.165416        	0.121677        	0.102609        
0.178763        	0.023535        	0.99811         
0.274318        	0.99223         	0.023304        
0.995158        	0.01693         	0.973336        
0.057333        	0.036662        	0.997969        
0.99439         	0.681354        	0.010496        
0.999749        	0.303619        	0.00495         
0.044697        	0.54037         	0.842473        
0.037221        	0.141391        	0.998698        
0.078172        	0.088052        	0.467736        
0.567533        	0.001796        	0.998751        
0.001679        	0.880624        	0.998906        
0.706387        	0.994288        	0.003289        
0.000832        	0.929518        	0.967238        
0.566396        	0.034713        	0.99078         
0.70859         	0.98957         	0.005826        
0.997412        	0.008872        	0.496179        
0.991962        	0.47581         	0.014608        
0.986328        	0.022095        	0.826231        
0.706823        	0.000992        	0.998567        
0.998595        	0.017619        	0.160483        
0.402849        	0.032473        	0.995016        
0.961168        	0.986155        	0.011444        
0.995534        	0.129548        	0.026249        
0.671963        	0.990469        	0.019754        
0.804043        	0.01099         	0.9934          
0.002308        	0.850141        	0.984314        
0.987334        	0.769922        	0.007835        
0.018554        	0.335903        	0.983545        
0.051852        	0.270549        	0.989771        
0.021317        	0.358682        	0.979473        
0.992851        	0.397212        	0.012138        
0.989227        	0.165928        	0.015968        
0.239668        	0.939074        	0.024981        
0.066966        	0.995175        	0.03818         
0.880304        	0.023764        	0.986939        
0.747176        	0.94905         	0.014992        
0.992415        	0.0313          	0.324685        
0.928479        	0.016273        	0.984196        
0.023503        	0.304011        	0.995145        
0.030968        	0.305453        	0.991271        
0.986284        	0.459087        	0.015497        
0.069529        	0.301964        	0.986539        
0.372805        	0.997377        	0.00146         
0.01289         	0.35651         	0.99016         
0.115013        	0.043362        	0.982587        
0.99472         	0.021753        	0.08821         
0.994984        	0.242367        	0.00656         
0.090592        	0.571799        	0.056255        
0.877204        	0.958803        	0.014758        
0.077777        	0.345368        	0.249053        
0.73947         	0.02281         	0.99065         
0.124444        	0.993925        	0.027886        
0.137408        	0.042703        	0.980906        
0.998641        	0.002079        	0.281885        
0.026267        	0.321939        	0.98642         
0.009908        	0.506588        	0.945568        
0.584367        	0.999086        	0.001141        
0.59286         	0.030255        	0.98039         
0.205968        	0.084085        	0.980271        
0.038909        	0.099859        	0.994401        
0.967656        	0.981366        	0.007559        
0.011146        	0.976041        	0.075109        
0.061022        	0.971807        	0.059796        
0.0763          	0.967564        	0.060212        
0.801732        	0.966431        	0.014586        
0.146237        	0.971623        	0.04135         
0.182984        	0.945921        	0.04993         
0.463344        	0.968718        	0.020514        
0.021282        	0.603513        	0.935358        
0.157089        	0.426938        	0.052578        
0.229224        	0.036633        	0.035742        
0.000638        	0.931745        	0.991028        
0.147091        	0.973469        	0.034843        
0.034912        	0.169258        	0.998375        
0.00273         	0.681487        	0.079304        
0.998135        	0.100828        	0.01528         
0.074956        	0.325464        	0.970859        
0.33703         	0.252121        	0.02095         
0.018044        	0.341229        	0.986724        
0.01882         	0.364204        	0.9447          
0.016421        	0.510009        	0.945564        
0.058402        	0.138124        	0.990639        
0.805941        	0.028577        	0.388255        
0.057435        	0.348827        	0.870747        
