0.921842        	0.039874        
0.956628        	0.021927        
0.502814        	0.290907        
0.968298        	0.015979        
0.907106        	0.047579        
0.071792        	0.732059        
0.0866          	0.705722        
0.933939        	0.033595        
0.050539        	0.775192        
0.049884        	0.776653        
0.029815        	0.82733         
0.988429        	0.005802        
0.05157         	0.772909        
0.557622        	0.253259        
0.55518         	0.254896        
0.038812        	0.802993        
0.063848        	0.747319        
0.926286        	0.037563        
0.94806         	0.026316        
0.566549        	0.247306        
0.931731        	0.034738        
0.036904        	0.807896        
0.524104        	0.27605         
0.088631        	0.70229         
0.018573        	0.863718        
0.572742        	0.243203        
0.973529        	0.013324        
0.041795        	0.795562        
0.590887        	0.231308        
0.57499         	0.241719        
0.543572        	0.262726        
0.006717        	0.918042        
0.973166        	0.013508        
0.001622        	0.959732        
0.513744        	0.283241        
0.952409        	0.024086        
0.501974        	0.291498        
0.955993        	0.022251        
0.970854        	0.014681        
0.556876        	0.253759        
0.096453        	0.689431        
0.990564        	0.004729        
0.033033        	0.81825         
0.912851        	0.044568        
0.978973        	0.010569        
0.091442        	0.697607        
0.571403        	0.244088        
0.59238         	0.230338        
0.582971        	0.236475        
0.902707        	0.049891        
0.935474        	0.032801        
0.014976        	0.877622        
0.001864        	0.95683         
0.009399        	0.903051        
0.966254        	0.017018        
0.01173         	0.891693        
0.534077        	0.269194        
0.521196        	0.278061        
0.500407        	0.292605        
0.593839        	0.229391        
0.507826        	0.287381        
0.079315        	0.718371        
0.589628        	0.232127        
0.912055        	0.044984        
0.053112        	0.769539        
0.54827         	0.259548        
0.940129        	0.030398        
0.556848        	0.253777        
0.54199         	0.263801        
0.067268        	0.740639        
0.954171        	0.023183        
0.595593        	0.228253        
0.05491         	0.76567         
0.958976        	0.020727        
0.072101        	0.731483        
0.0262          	0.838136        
0.593043        	0.229907        
0.940415        	0.03025         
0.574355        	0.242138        
0.901281        	0.050642        
0.084201        	0.709825        
0.910512        	0.045792        
0.939598        	0.030671        
0.02844         	0.831358        
0.973313        	0.013434        
0.589843        	0.231988        
0.973743        	0.013216        
0.934065        	0.033529        
0.527984        	0.273375        
0.083537        	0.710972        
0.08773         	0.703807        
0.909599        	0.046271        
0.082979        	0.711939        
0.581151        	0.237667        
0.068739        	0.737819        
0.94118         	0.029856        
0.055097        	0.765271        
0.035771        	0.810869        
0.971152        	0.014529        
0.508458        	0.286937        
0.530676        	0.271525        
0.912913        	0.044535        
0.047377        	0.782338        
0.598625        	0.226291        
0.901009        	0.050785        
0.569598        	0.245283        
0.529163        	0.272564        
0.532739        	0.27011         
0.597814        	0.226815        
0.569769        	0.24517         
0.068796        	0.737711        
0.570155        	0.244914        
0.961392        	0.019494        
0.030095        	0.826522        
0.015522        	0.875411        
0.932605        	0.034285        
0.974902        	0.012629        
0.969641        	0.015297        
0.542568        	0.263408        
0.58045         	0.238127        
0.06669         	0.741756        
0.556339        	0.254119        
0.935191        	0.032947        
0.514135        	0.282968        
0.552416        	0.256753        
0.579476        	0.238766        
0.58689         	0.233913        
0.531611        	0.270883        
0.980143        	0.009978        
0.923334        	0.039097        
0.99202         	0.003998        
0.994132        	0.002938        
0.983497        	0.008286        
0.566954        	0.247037        
0.948857        	0.025907        
0.597296        	0.22715         
0.546332        	0.260857        
0.048826        	0.779035        
0.033818        	0.816103        
0.912399        	0.044804        
0.988072        	0.005982        
0.086824        	0.70534         
0.521429        	0.277899        
0.546913        	0.260464        
0.598597        	0.22631         
0.039986        	0.800036        
0.58741         	0.233573        
0.063152        	0.748699        
0.902356        	0.050076        
0.903453        	0.049499        
0.06379         	0.747433        
0.098454        	0.686226        
0.016741        	0.870611        
0.909176        	0.046493        
0.0327          	0.819167        
0.950241        	0.025197        
0.917965        	0.041895        
0.512538        	0.284083        
0.045132        	0.787557        
0.52037         	0.278633        
0.509052        	0.286521        
0.033779        	0.81621         
0.014777        	0.878439        
0.588936        	0.232578        
0.505198        	0.289227        
0.914531        	0.043689        
0.050441        	0.775408        
0.993482        	0.003265        
0.581556        	0.237402        
0.096979        	0.688586        
0.098314        	0.68645         
0.569102        	0.245611        
0.978331        	0.010894        
0.05897         	0.757163        
0.037212        	0.807097        
0.028915        	0.829956        
0.917447        	0.042166        
0.01003         	0.899849        
0.93339         	0.033879        
0.951668        	0.024465        
0.972492        	0.01385         
0.935489        	0.032793        
0.575845        	0.241155        
0.099643        	0.684337        
0.044867        	0.788183        
0.977202        	0.011464        
0.558631        	0.252584        
0.085026        	0.708408        
0.556806        	0.253805        
0.586634        	0.23408         
0.568027        	0.246324        
0.557006        	0.253672        
0.928487        	0.03642         
0.900638        	0.05098         
0.013456        	0.883999        
0.507814        	0.287389        
0.099413        	0.684702        
0.075753        	0.724767        
0.995797        	0.002104        
0.543086        	0.263056        
0.593571        	0.229565        
0.509811        	0.285989        
0.985616        	0.007218        
0.570166        	0.244907        
0.945612        	0.027574        
0.002496        	0.950035        
0.568838        	0.245787        
0.578764        	0.239234        
0.972748        	0.01372         
0.911344        	0.045357        
0.583579        	0.236077        
0.016625        	0.871061        
0.006829        	0.917363        
0.957386        	0.021539        
0.905525        	0.048409        
0.572144        	0.243598        
0.032476        	0.819788        
0.047595        	0.781837        
0.027017        	0.835631        
0.985849        	0.0071          
0.926           	0.037711        
0.996632        	0.001686        
0.903992        	0.049215        
0.971199        	0.014506        
0.547268        	0.260225        
0.05954         	0.755991        
0.951367        	0.024619        
0.055024        	0.765428        
0.93659         	0.032224        
0.901636        	0.050455        
0.9939          	0.003054        
0.964927        	0.017693        
0.025911        	0.839031        
0.96344         	0.01845         
0.568858        	0.245773        
0.957433        	0.021515        
0.993434        	0.003288        
0.552274        	0.256848        
0.952876        	0.023846        
0.98044         	0.009828        
0.552465        	0.25672         
0.915349        	0.043261        
0.983858        	0.008104        
0.06397         	0.747077        
0.532913        	0.269991        
0.951498        	0.024552        
0.03994         	0.800151        
0.916163        	0.042836        
0.533275        	0.269743        
0.511252        	0.284981        
0.039503        	0.801247        
0.09174         	0.697114        
0.942414        	0.02922         
0.551485        	0.25738         
0.048075        	0.780739        
0.07236         	0.731002        
0.573078        	0.242981        
0.063191        	0.748622        
0.571142        	0.244261        
0.996511        	0.001746        
0.564983        	0.248347        
0.548257        	0.259556        
0.529196        	0.272542        
0.943384        	0.028721        
0.515951        	0.281702        
0.989038        	0.005496        
0.57264         	0.24327         
0.575563        	0.241341        
0.940234        	0.030343        
0.000491        	0.977841        
0.510438        	0.285551        
0.095719        	0.690615        
0.547969        	0.259751        
0.071196        	0.733174        
0.955905        	0.022296        
0.963852        	0.01824         
0.556756        	0.253839        
0.032563        	0.819547        
0.996636        	0.001684        
0.554149        	0.255588        
0.913334        	0.044315        
0.048051        	0.780793        
0.053316        	0.769097        
0.98092         	0.009586        
0.081009        	0.715378        
0.001773        	0.95789         
0.095181        	0.691485        
0.018858        	0.862677        
0.581797        	0.237244        
0.541388        	0.264209        
0.04245         	0.793966        
0.52883         	0.272793        
0.523251        	0.276639        
0.979328        	0.01039         
0.587627        	0.233432        
0.524732        	0.275616        
0.979883        	0.01011         
0.924944        	0.03826         
0.066124        	0.742854        
0.549744        	0.258553
