0.998135        	0.100828        	0.01528         
0.074956        	0.325464        	0.970859        
0.33703         	0.252121        	0.02095         
0.018044        	0.341229        	0.986724        
0.01882         	0.364204        	0.9447          
0.016421        	0.510009        	0.945564        
0.058402        	0.138124        	0.990639        
0.805941        	0.028577        	0.388255        
0.057435        	0.348827        	0.870747        
0.015719        	0.679609        	0.689198        
